lat,lng,competitor_count_1km,area_store_density_3km,competition_ratio,is_high_competition,log_reviews,rating
12.920545500000005,77.63282119999992,13,68,0.18840579710144928,1,3.020127355638707,4.05
12.920545500000005,77.63782119999992,11,57,0.1896551724137931,0,3.020127355638707,4.05
12.920545500000005,77.64282119999991,6,44,0.13333333333333333,0,3.020127355638707,4.05
12.920545500000005,77.64782119999991,2,28,0.06896551724137931,0,3.020127355638707,4.05
12.920545500000005,77.6528211999999,1,20,0.047619047619047616,0,3.020127355638707,4.05
12.920545500000005,77.6578211999999,0,16,0.0,0,3.020127355638707,4.05
12.920545500000005,77.6628211999999,0,4,0.0,0,3.020127355638707,4.05
12.920545500000005,77.66782119999989,0,2,0.0,0,3.020127355638707,4.05
12.920545500000005,77.67282119999989,0,2,0.0,0,3.020127355638707,4.05
12.920545500000005,77.67782119999988,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.68282119999988,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.68782119999987,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.69282119999987,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.69782119999986,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.70282119999986,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.70782119999986,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.71282119999985,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.71782119999985,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.72282119999984,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.72782119999984,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.73282119999983,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.73782119999983,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.74282119999982,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.74782119999982,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.75282119999981,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.75782119999981,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.7628211999998,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.7678211999998,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.7728211999998,0,0,0.0,0,3.020127355638707,4.05
12.925545500000005,77.5478212,0,0,0.0,0,3.020127355638707,4.05
12.925545500000005,77.5528212,0,0,0.0,0,3.020127355638707,4.05
12.925545500000005,77.55782119999999,0,0,0.0,0,3.020127355638707,4.05
12.925545500000005,77.56282119999999,0,1,0.0,0,3.020127355638707,4.05
12.925545500000005,77.56782119999998,0,4,0.0,0,3.020127355638707,4.05
12.925545500000005,77.57282119999998,0,8,0.0,0,3.020127355638707,4.05
12.925545500000005,77.57782119999997,0,16,0.0,0,3.020127355638707,4.05
12.925545500000005,77.58282119999997,2,27,0.07142857142857142,0,3.020127355638707,4.05
12.925545500000005,77.58782119999996,3,46,0.06382978723404255,0,3.020127355638707,4.05
12.925545500000005,77.59282119999996,6,54,0.10909090909090909,0,3.020127355638707,4.05
12.925545500000005,77.59782119999996,8,67,0.11764705882352941,0,3.020127355638707,4.05
12.925545500000005,77.60282119999995,16,81,0.1951219512195122,1,3.020127355638707,4.05
12.925545500000005,77.60782119999995,21,97,0.21428571428571427,1,3.020127355638707,4.05
12.925545500000005,77.61282119999994,20,106,0.18691588785046728,1,3.020127355638707,4.05
12.925545500000005,77.61782119999994,17,107,0.1574074074074074,1,3.020127355638707,4.05
12.925545500000005,77.62282119999993,11,98,0.1111111111111111,0,3.020127355638707,4.05
12.925545500000005,77.62782119999993,16,95,0.16666666666666666,1,3.020127355638707,4.05
12.925545500000005,77.63282119999992,13,76,0.16883116883116883,1,3.020127355638707,4.05
12.925545500000005,77.63782119999992,12,65,0.18181818181818182,0,3.020127355638707,4.05
12.925545500000005,77.64282119999991,2,47,0.041666666666666664,0,3.020127355638707,4.05
12.925545500000005,77.64782119999991,0,35,0.0,0,3.020127355638707,4.05
12.925545500000005,77.6528211999999,0,20,0.0,0,3.020127355638707,4.05
12.925545500000005,77.6578211999999,0,16,0.0,0,3.020127355638707,4.05
12.925545500000005,77.6628211999999,0,3,0.0,0,3.020127355638707,4.05
12.925545500000005,77.66782119999989,0,2,0.0,0,3.020127355638707,4.05
12.925545500000005,77.67282119999989,0,1,0.0,0,3.020127355638707,4.05
12.925545500000005,77.67782119999988,0,0,0.0,0,3.020127355638707,4.05
12.925545500000005,77.68282119999988,0,0,0.0,0,3.020127355638707,4.05
12.925545500000005,77.68782119999987,0,0,0.0,0,3.020127355638707,4.05
12.925545500000005,77.69282119999987,0,0,0.0,0,3.020127355638707,4.05
12.925545500000005,77.69782119999986,0,0,0.0,0,3.020127355638707,4.05
12.925545500000005,77.70282119999986,0,0,0.0,0,3.020127355638707,4.05
